       time            m1           m2           x1           y1           z1           x2           y2           z2   separation  CE+ejecta_m  semimajor_a eccentricity   unbound_m         spin1        spin2  orb._period       spin1z       spin2z           I1           I2        mgas1        mgas2      cs1_avg      cs2_avg      cs1_rms      cs2_rms       Omega1       Omega2        rdisk        hdisk       v1_inf       v2_inf
 0.18749D+02   1.000000       10.00000       95.895       34.081     -0.12146E-02  -9.5895      -3.4080     -0.13247E-06   111.95       0.0000     -0.10184E+09   1.0000       0.0000      0.34870E-08   0.0000              NaN  0.29054E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.38286E-07          NaN          NaN          NaN  0.29878E-03  0.29878E-04
 0.18999D+02   1.000000       10.00000       95.796       34.064     -0.12146E-02  -9.5796      -3.4063     -0.13615E-06   111.84       0.0000     -0.10184E+09   1.0000       0.0000      0.34031E-08   0.0000              NaN  0.28741E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.37874E-07          NaN          NaN          NaN  0.29878E-03  0.29878E-04
 0.19249D+02   1.000000       10.00000       95.697       34.047     -0.12145E-02  -9.5697      -3.4046     -0.13989E-06   111.73       0.0000     -0.10184E+09   1.0000       0.0000      0.34385E-08   0.0000              NaN  0.26872E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.35412E-07          NaN          NaN          NaN  0.29877E-03  0.29877E-04
 0.19501D+02   1.000000       10.00000       95.596       34.029     -0.12145E-02  -9.5596      -3.4028     -0.14372E-06   111.62       0.0000     -0.10185E+09   1.0000       0.0000      0.40550E-08   0.0000              NaN  0.36899E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.48625E-07          NaN          NaN          NaN  0.29877E-03  0.29877E-04
 0.19751D+02   1.000000       10.00000       95.497       34.012     -0.12144E-02  -9.5497      -3.4011     -0.14757E-06   111.51       0.0000     -0.10185E+09   1.0000       0.0000      0.38781E-08   0.0000              NaN  0.34605E-08   0.0000      0.75885E-01  0.19722E-29   1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.45602E-07   0.0000         Infinity          NaN  0.29876E-03  0.29876E-04
 0.20001D+02   1.000000       10.00000       95.397       33.995     -0.12144E-02  -9.5398      -3.3994     -0.15147E-06   111.40       0.0000     -0.10186E+09   1.0000       0.0000      0.40853E-08   0.0000              NaN  0.35007E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89223       0.0000      0.91044       0.0000      0.46132E-07          NaN          NaN          NaN  0.29875E-03  0.29875E-04
 0.20251D+02   1.000000       10.00000       95.298       33.978     -0.12144E-02  -9.5298      -3.3977     -0.15542E-06   111.29       0.0000     -0.10186E+09   1.0000       0.0000      0.38622E-08   0.0000              NaN  0.31626E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89223       0.0000      0.91044       0.0000      0.41677E-07          NaN          NaN          NaN  0.29874E-03  0.29874E-04
 0.20500D+02   1.000000       10.00000       95.198       33.961     -0.12143E-02  -9.5199      -3.3960     -0.15944E-06   111.18       0.0000     -0.10187E+09   1.0000       0.0000      0.38643E-08   0.0000              NaN  0.34673E-08   0.0000      0.75885E-01  0.19722E-29   1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.45692E-07   0.0000         Infinity          NaN  0.29873E-03  0.29873E-04
 0.20750D+02   1.000000       10.00000       95.099       33.943     -0.12143E-02  -9.5099      -3.3943     -0.16350E-06   111.07       0.0000     -0.10188E+09   1.0000       0.0000      0.36088E-08   0.0000              NaN  0.31869E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.41997E-07          NaN          NaN          NaN  0.29871E-03  0.29871E-04
 0.21000D+02   1.000000       10.00000       94.999       33.926     -0.12142E-02  -9.4999      -3.3925     -0.16762E-06   110.96       0.0000     -0.10190E+09   1.0000       0.0000      0.40560E-08   0.0000              NaN  0.37504E-08   0.0000      0.75885E-01  0.19722E-29   1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.49422E-07   0.0000         Infinity          NaN  0.29869E-03  0.29869E-04
 0.21250D+02   1.000000       10.00000       94.900       33.909     -0.12142E-02  -9.4900      -3.3908     -0.17180E-06   110.85       0.0000     -0.10191E+09   1.0000       0.0000      0.45684E-08   0.0000              NaN  0.42326E-08   0.0000      0.75885E-01  0.19722E-29   1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.55777E-07   0.0000         Infinity          NaN  0.29867E-03  0.29867E-04
 0.21500D+02   1.000000       10.00000       94.800       33.891     -0.12142E-02  -9.4800      -3.3891     -0.17603E-06   110.74       0.0000     -0.10192E+09   1.0000       0.0000      0.47650E-08   0.0000              NaN  0.43745E-08   0.0000      0.75885E-01  0.19722E-29   1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.57647E-07   0.0000         Infinity          NaN  0.29866E-03  0.29866E-04
 0.21749D+02   1.000000       10.00000       94.700       33.874     -0.12141E-02  -9.4700      -3.3873     -0.18032E-06   110.63       0.0000     -0.10192E+09   1.0000       0.0000      0.46092E-08   0.0000              NaN  0.42488E-08   0.0000      0.75885E-01  0.19722E-29   1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.55991E-07   0.0000         Infinity          NaN  0.29865E-03  0.29865E-04
 0.21999D+02   1.000000       10.00000       94.600       33.857     -0.12141E-02  -9.4600      -3.3856     -0.18467E-06   110.52       0.0000     -0.10192E+09   1.0000       0.0000      0.44486E-08   0.0000              NaN  0.41136E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89223       0.0000      0.91044       0.0000      0.54209E-07          NaN          NaN          NaN  0.29866E-03  0.29866E-04
 0.22249D+02   1.000000       10.00000       94.500       33.840     -0.12140E-02  -9.4501      -3.3839     -0.18907E-06   110.41       0.0000     -0.10190E+09   1.0000       0.0000      0.42038E-08   0.0000              NaN  0.38869E-08   0.0000      0.75885E-01  0.19722E-29   1.0000       0.0000      0.89223       0.0000      0.91044       0.0000      0.51222E-07   0.0000         Infinity          NaN  0.29869E-03  0.29869E-04
 0.22499D+02   1.000000       10.00000       94.400       33.822     -0.12140E-02  -9.4401      -3.3821     -0.19352E-06   110.30       0.0000     -0.10189E+09   1.0000       0.0000      0.37008E-08   0.0000              NaN  0.34154E-08   0.0000      0.75885E-01  0.19722E-29   1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.45008E-07   0.0000         Infinity     Infinity  0.29871E-03  0.29871E-04
 0.22749D+02   1.000000       10.00000       94.301       33.805     -0.12139E-02  -9.4301      -3.3804     -0.19804E-06   110.19       0.0000     -0.10187E+09   1.0000       0.0000      0.36433E-08   0.0000              NaN  0.36098E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.47570E-07          NaN          NaN     Infinity  0.29873E-03  0.29873E-04
 0.23001D+02   1.000000       10.00000       94.199       33.787     -0.12139E-02  -9.4200      -3.3786     -0.20266E-06   110.08       0.0000     -0.10186E+09   1.0000       0.0000      0.57082E-08   0.0000              NaN  0.55346E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.72933E-07          NaN          NaN          NaN  0.29874E-03  0.29874E-04
 0.23251D+02   1.000000       10.00000       94.099       33.770     -0.12138E-02  -9.4100      -3.3769     -0.20728E-06   109.97       0.0000     -0.10186E+09   1.0000       0.0000      0.55876E-08   0.0000              NaN  0.53973E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.71125E-07          NaN          NaN     Infinity  0.29875E-03  0.29875E-04
 0.23501D+02   1.000000       10.00000       93.999       33.752     -0.12138E-02  -9.4000      -3.3752     -0.21197E-06   109.86       0.0000     -0.10186E+09   1.0000       0.0000      0.56947E-08   0.0000              NaN  0.55754E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.73472E-07          NaN          NaN     Infinity  0.29875E-03  0.29875E-04
 0.23751D+02   1.000000       10.00000       93.899       33.735     -0.12138E-02  -9.3899      -3.3734     -0.21671E-06   109.75       0.0000     -0.10186E+09   1.0000       0.0000      0.53836E-08   0.0000              NaN  0.52190E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.68775E-07          NaN          NaN     Infinity  0.29875E-03  0.29875E-04
 0.24000D+02   1.000000       10.00000       93.799       33.718     -0.12137E-02  -9.3799      -3.3717     -0.22151E-06   109.64       0.0000     -0.10186E+09   1.0000       0.0000      0.48315E-08   0.0000              NaN  0.46117E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89223       0.0000      0.91044       0.0000      0.60772E-07          NaN          NaN          NaN  0.29874E-03  0.29875E-04
 0.24250D+02   1.000000       10.00000       93.699       33.700     -0.12137E-02  -9.3699      -3.3699     -0.22636E-06   109.53       0.0000     -0.10186E+09   1.0000       0.0000      0.45180E-08   0.0000              NaN  0.42607E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89223       0.0000      0.91044       0.0000      0.56146E-07          NaN          NaN          NaN  0.29874E-03  0.29874E-04
 0.24500D+02   1.000000       10.00000       93.598       33.683     -0.12136E-02  -9.3599      -3.3682     -0.23128E-06   109.42       0.0000     -0.10187E+09   1.0000       0.0000      0.43800E-08   0.0000              NaN  0.41455E-08   0.0000      0.75885E-01  0.19722E-29   1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.54629E-07   0.0000         Infinity     Infinity  0.29874E-03  0.29874E-04
 0.24750D+02   1.000000       10.00000       93.498       33.665     -0.12136E-02  -9.3498      -3.3664     -0.23625E-06   109.31       0.0000     -0.10186E+09   1.0000       0.0000      0.43845E-08   0.0000              NaN  0.41482E-08   0.0000      0.75885E-01  0.19722E-29   1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.54665E-07   0.0000         Infinity          NaN  0.29875E-03  0.29875E-04
 0.25000D+02   1.000000       10.00000       93.398       33.648     -0.12135E-02  -9.3398      -3.3647     -0.24128E-06   109.20       0.0000     -0.10185E+09   1.0000       0.0000      0.46658E-08   0.0000              NaN  0.43584E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.57435E-07          NaN          NaN          NaN  0.29876E-03  0.29876E-04
 0.25249D+02   1.000000       10.00000       93.297       33.630     -0.12135E-02  -9.3297      -3.3629     -0.24636E-06   109.09       0.0000     -0.10184E+09   1.0000       0.0000      0.46987E-08   0.0000              NaN  0.43109E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.56808E-07          NaN          NaN          NaN  0.29877E-03  0.29877E-04
 0.25499D+02   1.000000       10.00000       93.197       33.612     -0.12134E-02  -9.3197      -3.3612     -0.25151E-06   108.98       0.0000     -0.10185E+09   1.0000       0.0000      0.46564E-08   0.0000              NaN  0.42130E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.55519E-07          NaN          NaN          NaN  0.29877E-03  0.29877E-04
